internal_company_name,industry,deal_source,employees,linkedin_employee_range,reviews,rating,locations,revenue,ebitda,fte,management_depth,has_exec_summary,has_recurring_kw,has_3plus_services,address_city,address_state,has_website,is_enriched,captarget_interest_type,old_score,quality_calculation_version,new_size,new_quality,new_market
Quantum Pest Management Inc,Pest Control,gp_partners,1,11-50 employees,37,5.0,1,0,0,0,Management depth and key personnel information are not available in the notes.,true,false,false,Woodland Hills,CA,true,true,,10,v5,5,12,8
FinishLine Software,Software,gp_partners,,,30,3.8,1,0,0,0,"Management depth is implied through the mention of Dr. Robert Bess as CEO, but further details are lacking.",true,true,true,Honolulu,HI,true,true,,6,v5,0,17,8
Active Collision,Collision Repair / Auto Body,gp_partners,4,1-10 employees,61,4.8,1,0,0,0,Leo Gutierrez is the Director of Operations.,true,false,false,La Puente,CA,true,true,,14,v5,5,12,8
707 Pest Solutions,Pest Control,gp_partners,3,1-10 employees,22,4.8,0,0,0,0,No information provided about the management depth.,true,false,false,Eureka,CA,true,true,,16,v5,5,12,8
Masters Wealth Management Group,Wealth Management,gp_partners,4,2-10 employees,10,3.8,1,0,0,0,The firm is led by President & CEO Gary Mastrodonato. The notes do not provide information on other key personnel or the depth of the management team. Understanding whether there is a strong #2 or succession plan in place would be important for assessing the firm's long-term stability.,true,false,true,Oriental,NC,true,true,,16,v5,5,11,8
Membrane Roofers,Roofing,gp_partners,,,5,4.2,0,2300000,0,0,"Management depth is not mentioned in the provided notes. Further details are needed to understand key personnel, their roles and tenure, and succession readiness.",true,true,false,Sharpsville,PA,true,true,,32,v5,0,16,8
Alexander Guess CPA PA,CPA / Accounting,gp_partners,,,3,5.0,1,795000,0,0,Management depth cannot be assessed from the information available. It is likely that Alexander Guess is the key person managing the business.,true,false,true,Cary,NC,true,true,,12,v5,0,15,8
Prakash Investment Advisors,RIA / Wealth Management,gp_partners,,,5,5.0,1,0,0,0,"Management depth is not mentioned in the provided notes. Details regarding key personnel, their roles, and succession planning are currently unknown.",true,false,false,Las Vegas,NV,true,true,,7,v5,0,12,11
Ben Davis Restoration,Restoration Services,gp_partners,,,29,4.6,1,0,0,0,"Information about management depth, key personnel, succession readiness, and operational leadership is not available in the provided notes.",true,false,true,Springfield,MO,true,true,,8,v5,0,15,8
"ABA Advisors, LLC",CPA / Accounting,gp_partners,,,4,5.0,1,2600000,650000,5,The notes do not contain information about the company's management depth.,true,false,false,Indianapolis,IN,true,true,,40,v5,0,12,11
Applications International,Unknown,gp_partners,,,5,5.0,0,0,0,0,No information on management depth provided in the notes.,true,false,false,San Diego,CA,true,true,,7,v5,0,12,11
Eskuad,No industry mentioned in the notes.,gp_partners,,,2,5.0,0,0,0,0,No management depth mentioned in the notes.,true,false,false,Tampa,FL,true,true,,7,v5,0,12,11
Hi Tech Termite Control,Pest Control,gp_partners,,,34,4.5,1,0,0,0,"Unclear from notes. The notes do not provide any information on the company's management depth. The roles and tenure of key personnel, succession readiness, and the presence of a strong #2 are unknown.",true,false,true,Hayward,CA,true,true,,8,v5,0,15,8
"Hubble's Collision, LLC",Automotive Collision Repair,gp_partners,,,32,4.9,1,0,0,0,"The company has a team boasting over 50 years of combined industry experience, indicating a seasoned staff. However, specific details regarding key personnel, roles, and succession readiness are not available.",true,false,false,Saranac,MI,true,true,,6,v5,0,12,8
The Claims Crew,Restoration Services,gp_partners,,,9,5.0,1,0,0,0,Ryan Lawson is mentioned as a contact person. No other information about management depth was provided in the notes.,true,false,false,Rogersville,TN,true,true,,4,v5,0,12,8
Castle Island Wealth,Wealth Management,gp_partners,,,25,4.8,0,0,0,0,No management depth details provided.,true,false,false,Boynton Beach,FL,true,true,,6,v5,0,12,8
"Alabama Restoration, LLC",Restoration Services,gp_partners,,,28,4.5,1,3000000,0,0,Management depth is not mentioned in the provided notes.,true,false,false,Greenville,AL,true,true,,39,v5,0,12,8
Imandoust CPA Firm,CPA / Accounting,gp_partners,,,1,5.0,0,0,0,0,No details provided regarding management depth.,true,false,false,La Jolla,CA,true,true,,4,v5,0,12,8
City Collision Service,Collision Repair / Auto Body,gp_partners,,,14,4.9,0,0,0,0,No information on management depth is available.,true,false,false,Hillsdale,MI,true,true,,4,v5,0,12,8
Rapid Bumper Repair & Collision at Shelburne's,Collision Repair / Auto Body,gp_partners,,,45,4.9,1,0,0,0,No information provided about management depth.,true,false,false,Louisville,KY,true,true,,7,v5,0,12,8
OverPower,AI-powered Cybersecurity,gp_partners,,,2,5.0,0,0,0,0,Unknown,true,false,false,Anytown,CA,true,true,,6,v5,0,12,8
Wealth Preservation Advisors,Wealth Management,gp_partners,,,47,5.0,1,0,0,0,Gene Rice is the President. The notes do not provide information on other key personnel or succession readiness.,true,false,false,Asheville,NC,true,true,,7,v5,0,12,8
A.C. Proctor's Paint & Body Shop,Collision Repair / Auto Body,gp_partners,,,33,4.9,0,0,0,,No information about the management depth was provided in the notes.,true,false,false,Romulus,MI,true,true,,8,v5,0,12,8
Automatic Door Company,Garage Doors,gp_partners,,,31,4.8,0,1000000,0,0,Details about the management depth are absent from the notes.,true,false,false,Milford,CT,true,true,,22,v5,0,12,8
River Valley Pest Management,Pest Control,gp_partners,,,33,4.8,1,,,,,true,true,false,Bradley,IL,true,true,,8,v5,0,12,8
Organic Mosquito LLC,Mosquito Control Services,gp_partners,,,43,3.9,,,,,,true,true,true,Durham,NC,true,true,,20,v5,0,11,8
Skyline Roofing Partners,Restoration Services,gp_partners,,,44,4.7,1,2500000,400000,10,The notes do not provide specific details regarding the management team beyond the owner. It is important to determine whether there is a strong #2 or a capable team in place to ensure a smooth transition after the owner's departure.,true,false,true,San Antonio,TX,false,true,,40,v5,0,8,11
Om Research,Clinical Trials Research,gp_partners,,,3,2.3,0,0,0,,No information about management depth is available in the notes.,true,false,true,Lancaster,CA,true,true,,4,v5,0,11,8
Bultman Advisory Services,Wealth Management,gp_partners,,,0,,1,0,0,0,No information about management depth was provided in the notes.,true,false,false,New York,NY,true,true,,17,v5,0,8,11
Compound Global Advisors,Wealth Management,gp_partners,,,8,3.1,0,0,0,0,No management depth details were mentioned in the provided notes.,true,false,false,Seattle,WA,true,true,,7,v5,0,8,11
PCCR Solutions,Clinical Research,gp_partners,,,0,,0,0,0,0,The notes do not contain information about the company's management depth.,true,false,true,Grapevine,TX,true,true,,14,v5,0,11,8
Freedom Financial Planning Solutions,RIA / Wealth Management,gp_partners,,,5,4.2,1,50000000,0,0,Steve Underriter is the President and appears to be the key individual in the firm.,true,false,false,Belmont,NC,true,true,,92,v5,0,10,8
Animal Pest Control Specialists,Pest Control,gp_partners,,,44,4.1,0,0,0,,Need more information on management depth.,true,false,false,Commerce City,CO,true,true,,6,v5,0,10,8
Frye Pest Management,Pest Control Services,gp_partners,,,30,4.5,1,,,,,true,false,true,Saxonburg,PA,true,true,,8,v5,0,9,8
Dry Titan,Restoration Services,gp_partners,,,25,5.0,1,,,,,true,false,true,Southwest Ranches,FL,true,true,,6,v5,0,9,8
"Watershape Consulting, Inc.",Restoration Services,gp_partners,,,0,,0,0,0,0,Unknown,true,false,false,Northridge,CA,true,true,,17,v5,0,8,8
Primo Homes,Restoration Services,gp_partners,,,0,,0,0,0,0,No information about management depth is available in the provided notes.,true,false,false,Kissimmee,FL,true,true,,14,v5,0,8,8
TRYPOWER Electric,Electrical Contracting,gp_partners,,,1,5.0,1,0,0,0,Management depth is not explicitly mentioned in the notes. It is important to understand the roles and responsibilities of key personnel. Determining if there is a strong #2 in place and a clear succession plan is crucial for assessing the long-term sustainability of the business.,true,false,false,Tampa,FL,false,true,,9,v5,0,5,11
L A Landscapes,Landscaping,gp_partners,,,,,1,0,0,0,,true,true,false,Noblesville,IN,true,true,,16,v5,0,8,8
Barra Tax Services,CPA / Accounting,gp_partners,,,4,3.0,0,0,0,0,No information provided about management depth.,true,false,false,Milton,FL,true,true,,6,v5,0,8,8
Jordan Roof Company,Roofing Services,gp_partners,,,33,4.0,1,,,,,true,false,true,Garden Grove,CA,true,true,,8,v5,0,7,8
Renov8 Remodeling & Restoration LLC,Home Remodeling & Restoration,gp_partners,,,7,4.9,1,10000000,0,0,Management depth is not detailed in the notes. The provided information does not specify the roles or capabilities of individuals beyond the owner.,true,false,true,,,true,true,,82,v5,0,15,0
Red Door Pest Control,Pest Control Services,gp_partners,,,1,4.0,1,,,,,true,false,true,Chillicothe,OH,true,true,,4,v5,0,7,8
The Bug's End,Pest Control Services,gp_partners,,,16,5.0,,,,,,true,false,false,Kilgore,TX,true,true,,4,v5,0,6,8
A+ Remodeling and Restoration,Residential Remodeling,gp_partners,,,1,1.0,2,,,,,true,false,true,Angleton,TX,true,true,,4,v5,0,5,8
A Greener Image,Website Blocking Service,gp_partners,,,49,3.7,,,,,,true,false,false,Jacksonville,FL,true,true,,9,v5,0,2,11
NBE Property Restoration,Property Restoration,gp_partners,,,2,3.5,1,,,,,true,false,true,Santa Rosa,CA,true,true,,7,v5,0,5,8
Collision Craftsmen Roseville,Auto Body Repair,gp_partners,,,3,3.0,1,,,,,true,false,true,Roseville,MI,true,true,,6,v5,0,5,8
Restoracore,Home Remodeling,gp_partners,,,0,,1,,,,,true,false,true,Vista,CA,true,true,,14,v5,0,5,8
Overall Air,Overall Air (Mixed),gp_partners,,,9,5.0,0,0,0,0,No information about the management depth was provided in the notes.,true,false,false,,,true,true,,2,v5,0,12,0
CSI Visa Processing,Visa Processing,gp_partners,,,4,4.8,0,0,0,0,The notes do not contain information about the company's management depth.,true,false,false,,,true,true,,2,v5,0,12,0
Blue Cardinal Home Services Group,Buyer Outreach,gp_partners,,,5,4.2,,,,,,true,false,false,Dallas,TX,false,true,,7,v5,0,-3,11
Badgerland Commercial Roofing,Commercial Specialist,gp_partners,,,5,5.0,,,,,,true,false,false,Watertown,WI,false,true,,4,v5,0,-1,8
C and S Roofing,Specialty Systems,gp_partners,,,10,2.5,,,,,,true,false,false,Philadelphia,PA,false,true,,7,v5,0,-5,11
Allen Allen & Foster LLP,CPA/Accounting,gp_partners,,,11,4.2,,,,,,true,false,false,Daphne,AL,false,true,,4,v5,0,-3,8
,Ria A/B Test,gp_partners,,,0,,,,,,,true,false,false,Four Corners,FL,false,true,,12,v5,0,-5,8
Capital City Solar,EV Charging Infrastructure,gp_partners,,,5,3.4,,,,,,true,false,false,,,false,true,,2,v5,0,-5,0
MPG Tire & Auto,Automotive Repair and Maintenance,manual,,,0,3.1,6,5000000,800000,,Regional manager in Texas is a former owner of an auto shop that sold to MPG and would be a strong candidate to continue building out the business.,true,true,true,El Paso,TX,true,true,,70,v4,22,27,12
Kinetic Energies Inc.,Oil & Gas Construction & Maintenance,manual,51,11-50 employees,23,4.4,1,3200000,800000,15,"The company has a strong management team in place, including a general manager who oversees day-to-day operations. The general manager has been with the company for 10 years and is highly capable. The owner is confident that the general manager can successfully run the business without him.",true,true,true,Grande Prairie,AB,true,true,,,,34,19,8
Big L Tire Pros,Tire Sales & Service,manual,13,11-50 employees,182,4.4,5,7000000,700000,15,"Roger Hutt is the co-founder of Big L Tires. Together with his brother, he has grown the business to its current size. The notes do not specify the roles and responsibilities of other key personnel or whether there is a clear succession plan in place.",true,false,true,Harrisonburg,VA,true,true,,26,v4,15,27,12
Northern Lights Heating & Cooling Ltd.,HVACR,manual,,,0,4.6,3,6000000,900000,20,,true,true,false,Edmonton,AB,true,true,,70,v4,22,18,12
Glass Nickel Pizza Co.,Pizza Restaurant,manual,,,,,9,0,0,85,,true,false,true,Madison,WI,true,true,,55,v5,22,15,12
BASTIUM CONSTRUCTION,Construction,manual,40,11-50 employees,10,4.2,1,3333333,500000,15,"The company is primarily managed by the owner, who oversees all aspects of the business. There is a project manager who handles day-to-day operations, but no clear successor in place. The owner's departure would create a significant management gap.",true,false,true,Montreal,QC,true,true,,,,27,13,8
Build Recruitment Incorporated,Recruitment,manual,34,11-50 employees,0,,1,4000000,1000000,15,"The company is heavily reliant on the current owner, who manages all aspects of the business. There is no mention of a strong #2 or a succession plan in place. The owner handles key client relationships and oversees the recruitment team. A buyer will need to assess the depth of the management team and develop a plan to address the owner dependency.",true,false,true,Toronto,ON,true,true,,,,27,11,8
Southeast Fleet Services,"Truck and Trailer Repair, Equipment Leasing",manual,10,51-200 employees,5,5.0,5,5300000,800000,15,,true,false,true,Salisbury,NC,true,true,,70,v4,15,19,12
Silver Star Automotive,Automotive Repair,manual,16,2-10 employees,366,4.8,1,,,,,true,true,false,Spokane,WA,true,true,,70,v4,21,16,8
Bill Tyson's Auto Centers,Auto Repair,manual,11,11-50 employees,258,4.9,3,6000000,1000000,,,true,false,false,Boca Raton,FL,true,true,,34,v4,15,16,12
"Pro4mance Fire & Water Restoration Services, LLC",Fire & Water Restoration,manual,17,2-10 employees,200,4.7,1,13500000,1350000,70,,true,false,true,Sellersburg,IN,true,true,,80,v4,21,13,8
Omega Services and Supply,Business Services & Supplies,manual,,,12,4.7,0,0,0,10,Unknown,true,true,false,Dallas,TX,true,true,,37,v5,0,18,11
Essential Benefit Administrators,Insurance Third Party Administrator (TPA),manual,13,51-200 employees,2,3.0,1,6000000,5000000,17,,true,false,true,Irvine,CA,true,true,,90,v4,15,5,8
Care Collision,Auto Body Repair,manual,6,11-50 employees,230,4.7,2,,,,,true,false,false,Modesto,California,true,true,,53,v4,9,10,8
Mustang Plumbing,Plumbing Services,manual,,,147,3.5,1,40000000,3000000,,,true,false,true,Round Rock,TX,true,true,,,,9,9,8
Central Confinement Service LLC,Confinement Services,manual,,,11,4.8,1,0,0,0,Management depth was not detailed. It is unknown if there is a strong #2 or who handles day-to-day operations. The notes do not provide information on the capabilities of any employees or the existence of a training pipeline.,true,false,false,Columbus,NE,true,true,,,,0,12,11
Auto Body Brothers,Auto Body Repair,manual,4,,0,4.8,1,2000000,600000,6,,true,false,false,Hyattsville,MD,true,true,,39,v5,5,6,8
Tropical Oasis,Liquid Vitamin Supplements,manual,,,0,,,11500000,2500000,,,true,true,false,Bacliff,TX,true,true,,,,0,8,8
FCP Services,"Painting, Construction, Facility Maintenance",manual,,,,,1,35000000,3500000,100,,true,true,false,3275 Sun Dr
Eagan,MN,true,true,,85,v4,0,8,8
MPG Tire & Auto,,manual,,,,,,5000000,800000,0,,false,,true,,,true,false,,,,0,5,0
Quality Roofing & Sheet Metal,,manual,,,,,,6250000,650000,25,,false,,true,,,true,false,,,,0,5,0
Mike Hess Brewing,,manual,,,,,,12500000,4875000,90,,false,,true,,,true,false,,,,0,5,0
Combined Comfort Systems,,manual,,,,,,5000000,1200000,0,,false,,true,,,true,false,,,,0,5,0
Saks Metering,,manual,,,,,,12000000,2300000,0,,false,,true,,,true,false,,,,0,5,0
Bill Tyson's Auto Centers,,manual,,,,,,6000000,1000000,11,,false,,true,,,true,false,,,,0,5,0
Clear Choice Windows & Doors,,manual,,,,,,8000000,1500000,0,,true,false,true,,,true,false,,,,0,5,0
Protegrity Restoration,,manual,,,,,0,4500000,1500000,0,,false,,false,,,true,false,,,,0,2,0
,,manual,,,,,,0,0,,,true,false,false,,,true,false,,,,0,2,0
The Life & Annuity Group (TLAG),Life & Annuity Systems Integrator,manual,,,,,,5000000,1400000,,,true,false,false,,,true,true,,70,v4,0,2,0
National Tab Inteligence,,manual,,,,,,8500000,1300000,10,,false,,false,,,true,false,,,,0,2,0
Pragra,IT Training and Placement Center,marketplace,68,51-200 employees,1,5.0,8,2000000,800000,12,,true,false,false,Schaumburg,IL,true,true,,39,v4,34,16,12
Rejuv Medical,"Healthcare - Multi-discipline Integrated Regenerative Clinic (Hormone Replacement Therapy, Non-surgical Orthopedic, Functional Medicine)",marketplace,67,51-200 employees,292,4.6,2,7500000,1125000,14,"Garrett is the CEO and is willing to stay on. The clinical team includes 4 MDs, 3 orthopedic PAs, 4 nurse practitioners, and 3 physical therapists, supporting high throughput and multi-disciplinary care delivery. The founder operates an education and training platform, suggesting he is heavily involved in training and knowledge transfer.",true,false,true,Waite Park,MN,true,true,,75,v4,34,19,8
Legacy Corporation,"Environmental Remediation, Civil Construction, Infrastructure Services",marketplace,31,11-50 employees,5,4.8,1,15000000,3000000,0,No information about the management depth is available in the notes.,true,false,true,Moline,IL,true,true,,85,v4,27,15,8
Air & Ground Aviation,Aerospace Parts Distribution and Repair,marketplace,45,11-50 employees,1,5.0,0,0,0,0,"Ian Dodds is the CEO of Air & Ground Aviation, and Maria Caporaletti is the Head of Solution Support. The overall management depth is not detailed, but it is known that Ian Dodds leads the company. The cancellation of the meeting by Maria suggests she is an important point of contact. ",true,false,false,Fort Lauderdale,FL,true,true,,85,v4,27,12,8
KR Solar,Solar Energy and Home Improvement,marketplace,88,51-200 employees,16,4.3,1,8000000,2000000,0,,true,false,false,Eustis,FL,true,true,,75,v4,34,4,8
Ferguson Associates,3PL,marketplace,38,11-50 employees,7,5.0,1,8400000,1500000,55,,true,false,false,Edison,NJ,true,true,,75,v4,27,6,8
PremiumIQ,Insurance Data & Analytics,marketplace,30,11-50 employees,0,,,6400000,600000,,,true,false,false,Chicago,IL,true,true,,70,v4,27,2,11
NES,"Naval Engineering, Ship Repair & Maintenance",marketplace,6,1-10 employees,1,5.0,2,17000000,3500000,150,No details on management depth were mentioned in the notes.,true,true,true,National City,CA,true,true,,85,v4,9,21,8
Jinher Nutra Inc.,Nutraceutical,marketplace,8,11-50 employees,2,3.0,1,1500000,300000,,,true,true,false,Chino,CA,true,true,,29,v4,9,8,8
Root Cause LLC,Arborist Services,marketplace,1,2-10 employees,12,5.0,1,1100000,500000,0,,true,false,false,Mercer Island,Washington,true,true,,31,v4,5,6,8
Electronic Expediters,Electronics Distribution,marketplace,,,1,5.0,1,1200000,0,11,,true,false,false,Oak Creek,WI,true,true,,24,v4,0,6,8
MKB Construction,Construction,referral,122,201-500 employees,5,4.2,0,0,0,100,No information about the company's management depth is available in the provided notes.,true,true,false,Tempe,AZ,true,true,,74,v4,40,16,8
Pella Windows & Doors of Wisconsin,Window & Door Sales,referral,80,51-200 employees,520,4.8,3,0,0,,,true,false,false,Monroe,CT,true,true,,80,v4,34,16,12
Hansen-Rice Inc.,Industrial Design-Build,referral,142,51-200 employees,7,4.4,0,0,0,0,Information on management depth and key personnel is not available in the notes.,true,false,true,Nampa,ID,true,true,,73,v4,40,13,8
All Trades Mechanical,Mechanical Services,referral,46,51-200 employees,2,5.0,1,0,0,0,Management depth is not mentioned in the provided notes.,true,true,false,Houston,TX,true,true,,62,v4,27,18,11
Juel Group,Waste Management,referral,37,"1,001-5,000 employees",35,4.7,5,0,0,50,,true,false,false,Toronto,ON,true,true,,67,v4,27,16,12
Radius Track Corporation,Construction,referral,121,51-200 employees,10,4.1,1,0,0,25,,true,false,false,Minneapolis,MN,true,true,,74,v4,40,4,11
Haddad Plumbing & Heating,Plumbing & HVAC Services,referral,69,51-200 employees,75,3.3,,0,0,25,,true,true,true,Newark,NJ,true,true,,64,v4,34,11,8
Phillips Companies,Construction Materials,referral,37,51-200 employees,37,4.4,5,0,0,50,,true,false,false,Beavercreek,OH,true,true,,62,v4,27,14,12
Wolkow Braker Roofing Corp,Commercial Roofing,referral,41,51-200 employees,0,,0,0,0,0,No information about management depth is available in the provided notes.,true,true,false,New York,NY,true,true,,46,v4,27,14,11
Window Wall,Unclear from notes - likely construction or building services related.,referral,31,51-200 employees,3,5.0,0,0,0,0,Not specified in the provided notes.,true,false,true,Jersey City,NJ,true,true,,90,v4,27,15,8
Paryani Construction,Commercial Construction,referral,30,11-50 employees,5,5.0,1,0,0,22,,true,true,false,Atlanta,GA,true,true,,67,v4,27,12,11
Matrix Basements,Home Improvement,referral,83,11-50 employees,0,5.0,2,90000000,5000000,200,,true,false,false,Cottage Grove,WI,true,true,,90,v4,34,6,8
Roy's Wood Products,Wood Products Manufacturing,referral,26,2-10 employees,40,4.4,0,0,0,0,"Management depth information was not included in the notes. Further information is needed to understand the management team's structure, experience, and capabilities.",true,false,true,Lugoff,SC,true,true,,62,v4,27,13,8
Artcraft Kitchens,Kitchen Cabinetry,referral,34,51-200 employees,2,5.0,0,0,0,0,No information about the management depth is available in the provided notes.,true,false,false,Niagara Falls,ON,true,true,,62,v4,27,12,8
"Baker Brothers Installations, Inc.",Installations,referral,31,11-50 employees,2,5.0,0,0,0,0,"Details regarding the management team, key personnel, and the depth of the management structure are not provided in the notes. It is important to assess the management team's capabilities and their roles in the company's operations.",true,false,false,Kennesaw,GA,true,true,,62,v4,27,12,8
Structural Wood Corporation,No industry mentioned.,referral,47,11-50 employees,8,5.0,0,0,0,25,No information provided regarding management depth.,true,false,false,St. Paul,MN,true,true,,62,v4,27,12,8
"PHOENIX MILLWORK, INC.",Manufacturing,referral,47,51-200 employees,22,3.0,0,20,12025,75,Management depth is not mentioned in the notes.,true,false,false,San Antonio,TX,true,true,,80,v4,27,8,11
Nuframe Group,Construction,referral,46,51-200 employees,16,5.0,1,75,0,100,,true,false,false,New York,NY,true,true,,90,v4,27,6,11
Cole Builders Inc.,Construction,referral,22,11-50 employees,45,4.9,1,0,0,10,Management depth is currently unknown. The existence of a strong #2 or succession plan needs to be determined.,true,false,true,Fernandina Beach,FL,true,true,,59,v4,21,15,8
5-STAR Building Solutions,Building Solutions,referral,24,51-200 employees,4,3.0,0,0,0,0,No information about the management depth is available in the provided notes.,true,true,false,Kennesaw,GA,true,true,,43,v4,21,14,8
Walters Group Inc.,Steel Fabrication,referral,7,11-50 employees,11,4.5,8,72000000,0,281,,true,true,false,Hamilton,ON,true,true,,90,v4,9,22,12
Bluebird Graphic Solutions,Graphic Solutions,referral,24,11-50 employees,7,4.4,1,0,0,0,Not mentioned in the notes.,true,false,true,Woburn,MA,true,true,,56,v4,21,13,8
PEREGRINE Millwork Ltd.,Millwork,referral,31,51-200 employees,2,5.0,1,22.33,3000000,75,,true,false,false,Burnaby,BC,true,true,,85,v4,27,6,8
Marc's Flooring Service Inc.,Flooring,referral,44,11-50 employees,33,4.6,1,0,0,25,,true,false,false,St Peters,MO,true,true,,65,v4,27,6,8
CanCrete Equipment Ltd.,Industrial Equipment,referral,38,51-200 employees,20,4.5,1,0,0,12,,true,false,false,Mississauga,ON,true,true,,65,v4,27,6,8
Park View Homes,Home Building,referral,39,51-200 employees,15,2.9,0,0,0,,,true,false,false,West New York,NJ,true,true,,50,v4,27,2,8
Omega Services and Supply,Industrial Supply,referral,18,51-200 employees,0,,2,0,0,10,,true,false,false,Culver City,CA,true,true,,40,v4,21,2,8
Reality Homes Inc.,Home Building,referral,,,20,5.0,0,0,0,0,"The notes do not provide any information regarding the management depth of Reality Homes Inc. Information is needed to determine the key personnel, their roles, tenure, and succession readiness.",true,false,true,Ontario,CA,true,true,,71,v4,0,15,8
Keystone Integrated Solutions,Electrical Contracting,referral,,,5,4.2,,0,0,21,,true,true,false,North New Hyde Park,NY,true,true,,55,v4,0,10,8
Structural Truss Systems,Construction,referral,,,0,5.0,1,28.5,0,220,,true,false,false,Locust,NC,true,true,,85,v4,0,6,8
Turnkey Lumber,Construction,referral,,,2,5.0,2,0,0,50,,true,false,false,Leominster,MA,true,true,,68,v4,0,6,8
Funds365,Fintech,referral,,,0,,,,,,,true,false,false,New York,NY,true,true,,17,v4,0,2,11
SF Test Multi-Contact UPDATED,,salesforce_remarketing,,,,,,3500000,900000,,,false,,false,Denver,CO,true,false,,,,0,2,11
Flexible Payload Corp Updated,,salesforce_remarketing,,,,,,4000000,,,,false,,false,,,true,false,,,,0,2,0
Baby Yoda Test,,salesforce_remarketing,,,,,,1000000,1000000,,,false,,false,,,true,false,,,,0,2,0
Brookfield Tractor,Auto Repair,sourceco,,,38,4.3,5,0,0,0,Management depth is not explicitly mentioned. Lance Carlson is the owner.,true,false,true,Brookfield,MO,true,true,,8,v5,22,23,12
Performance Tire,Automotive Repair,sourceco,12,11-50 employees,454,4.8,1,0,0,0,"Management depth is not detailed, but Brandon Bentley is mentioned, likely the owner or manager.",true,true,true,Suwanee,GA,true,true,,16,v5,15,25,8
Korey's Auto Kare,Auto Repair and Tire Shop,sourceco,,,237,4.7,1,0,0,0,Management depth details are not available from the provided notes. It is important to understand if Korey is the sole operator or if there is a strong #2 in place capable of running day-to-day operations. Succession readiness needs to be determined.,true,true,true,Delavan,WI,true,true,,19,v5,14,25,8
Chuck's Main Street Auto,Auto Repair and Tire Shop,sourceco,,,206,4.5,1,0,0,0,"Management depth is not mentioned in the notes, but Adam Nielsen is the owner.",true,true,true,Sussex,WI,true,true,,19,v5,14,25,8
Mad Hatter Auto Repair / Infinity Automotive,Auto Repair,sourceco,,,368,4.9,1,0,0,0,"Management depth is not detailed. Nancy Singh is the recipient of the email, implying she may be the owner or part of the management team, but no further information is provided about the management structure.",true,true,true,Brandon,FL,true,true,,19,v5,14,25,8
EV Garage Miami,Auto Repair and Tire Shop,sourceco,6,2-10 employees,217,4.8,1,0,0,0,Not mentioned in the notes.,true,true,true,Miami,FL,true,true,,28,v5,9,25,11
JM Auto Repair,Auto Repair,sourceco,,,133,4.8,1,0,0,0,Brad May is the owner and presumably manages the business. There is no mention of other key personnel or a management team.,true,true,true,Colorado Springs,CO,true,true,,15,v5,9,25,8
MJR Auto,Auto Repair,sourceco,,,54,4.6,1,750000,100000,5,The email does not provide any information about the management depth at MJR Auto. Key personnel and their roles are not mentioned.,true,true,true,Minneapolis,MN,true,true,,12,v5,9,21,11
Unknown,Auto Repair and Tire Shop,sourceco,,,373,4.7,1,0,0,0,Management depth is not detailed in the notes. It is unclear if Nicholas is the sole manager or if there is a management team in place.,true,false,true,Massapequa Park,NY,true,true,,32,v5,14,19,8
Adair and Sons Automotive,Auto Repair and Tire Shop,sourceco,,,227,4.9,1,1000000,0,0,"The notes provide limited information about the management depth of Adair and Sons Automotive. Jerry Adair is the primary contact and likely the owner/operator. The company name suggests potential involvement of his sons, but their roles and responsibilities are not detailed. No other information about the management team or succession planning is available.",true,false,true,Round Rock,TX,true,true,,19,v5,14,19,8
Salisbury Auto Salvage,Auto Repair,sourceco,,,1392,4.9,1,0,0,0,"Robert Carbone is the Treasurer of Salisbury Auto Salvage. The notes do not provide information about the management team beyond Robert. The presence of a strong #2 or succession plan is not mentioned, which could represent a risk factor.",true,false,true,Salisbury,MA,true,true,,22,v5,14,19,8
RDS Automotive,Automotive,sourceco,,,102,4.6,1,1,1,1,No information about management depth is available in the notes.,true,true,false,Scottdale,GA,true,true,,14,v5,9,22,8
Yocale,Auto Repair and Tire Shops,sourceco,,,88,4.8,0,0,0,11,"Tomos Mughan is the Founder & CEO of SourceCo, indicating he is a key member of the management team. No other management details are available from the provided notes.",true,true,true,Calgary,AB,true,true,,35,v5,9,21,8
Branch Automotive,Auto Repair and Tire Shop,sourceco,4,2-10 employees,577,4.8,1,0,0,0,"Key employees are mentioned as potential buyers, indicating some level of management depth. It is unknown who runs the day-to-day operations.",true,true,true,Littleton,CO,true,true,,16,v5,5,25,8
Poirier's Service,Auto Repair and Tire Shop,sourceco,,,364,4.8,1,0,0,0,"Horace Gomez is the President, suggesting he is a key figure in the management of the company. The notes do not mention the presence of a strong #2 or other key personnel.",true,false,false,Pompano Beach,FL,true,true,,10,v5,14,16,8
Arvu Auto,Auto Repair and Tire,sourceco,,,96,4.7,2,0,0,,Management depth is not described in the notes. It's unknown who manages the day-to-day operations or if there is a strong #2 in place.,true,true,true,Cokato,MN,true,true,,46,v5,9,21,8
EV Powers,Auto Repair,sourceco,,,67,4.9,1,0,0,0,Management depth is not detailed in the notes.,true,true,true,Madison,WI,true,true,,10,v5,9,21,8
Pittmans Automotive Repair,Auto Repair & Tire,sourceco,,,130,4.7,1,0,0,0,Management depth details are not available in the notes. The notes do not specify the number of employees or the roles of key personnel beyond Preston's ownership.,true,false,true,Milledgeville,GA,true,true,,12,v5,9,19,8
